Type,loc,class,amp_x,amp_y,amp_z,power_x,power_y,power_z,sma,iqr_x,iqr_y,iqr_z,var_x,var_y,var_z,ori_z,ori_x,ori_y
static,外套左邊,move,10.0786724,11.87552212,22.48017951,164.7378018,3081.93732,11213.57679,15.02154095,1.266692355,0.905753136,1.300743103,1.096414689,0.561447326,1.753375607,648,88.71842957,682
static,外套左邊,move,8.626569893,12.16363223,27.48558751,177.2549796,2948.710369,11326.90454,14.88395422,1.123678654,0.939804077,1.838746071,0.787061763,0.684486121,3.788757466,775,33.13790894,917
static,外套左邊,move,7.78684862,10.01497756,21.26519774,121.7045218,2883.380892,11469.42906,14.87373893,0.885322645,0.640156269,1.300743103,0.591678059,0.301735347,1.583906817,585,37.54534912,599
static,外套左邊,move,8.668112732,10.42196855,23.87296216,161.4126499,2995.383255,11182.50169,14.88246451,0.926183611,0.653776646,1.436946869,0.72068778,0.325117181,2.817497327,711,23.74295044,628
static,外套左邊,move,12.37158471,14.00664113,24.0495688,1089.631868,3360.903444,10314.92293,16.34367245,2.431231976,1.130488873,1.879608631,2.379517308,1.281455312,2.577798316,564,96.25973511,618
static,外套左邊,move,13.84878066,9.572787525,22.53847116,847.0209013,3200.456001,11079.09701,16.48923988,1.35522449,0.71506834,1.566340446,1.452481286,0.228862354,2.050620598,980,33.32337952,543
static,外套左邊,move,14.69470107,11.83460015,26.23364781,517.5273076,3375.890778,11127.94072,15.89409456,1.797886014,0.844461918,1.893228531,1.851661745,0.516984438,3.32224635,1097,7.277618408,741
static,外套左邊,move,10.72996332,10.7182974,22.55179347,243.4062593,3530.669199,11022.18799,15.53879498,1.048766732,0.633346081,1.477807045,1.018924435,0.306249602,2.03186159,841,8.674713135,559
static,外套左邊,move,9.014462578,9.909366644,20.9374216,213.2088654,3227.236985,11379.63553,15.41844643,0.837651372,0.612915993,1.450567245,0.761816175,0.271831674,1.49965273,696,1.000518799,532
static,外套左邊,move,8.785775905,9.523358099,17.98490859,154.7141169,3546.763641,10835.13682,15.2327628,0.905753136,0.612915516,1.19178009,0.799130764,0.212961126,1.146123225,713,3.000259399,531
static,外套左邊,move,10.5510032,12.13438763,21.22372257,183.5546625,3888.641231,10984.07976,15.55837425,1.184970293,0.803600788,1.096438408,1.068920342,0.485531739,1.44437476,600,11.07402039,480
static,外套左邊,move,12.53679583,13.1114893,25.06286358,321.8112894,3191.713281,11428.12046,15.53038871,1.586770535,1.164539337,2.00219059,1.426723982,0.734287873,2.645833774,1012,589.6295013,871
static,外套左邊,move,13.70285458,12.38081477,25.09177439,317.6221976,3676.51539,11208.12225,15.76118973,1.98857078,0.994285107,2.28140831,1.860233503,0.694381313,3.137543096,1057,220.7727814,917
static,外套左邊,move,10.44117009,10.56929394,20.58118965,188.6616704,3501.640744,11117.32501,15.39035445,1.51185862,0.71506834,1.341604233,1.169541478,0.325822211,1.418325445,937,123.5497742,560
static,外套左邊,move,14.33478298,13.12286874,25.15383054,389.6123404,3470.370546,11431.20489,15.86057572,1.641251981,0.960234642,2.036241531,1.719156138,0.685112767,2.68010455,1129,213.8900738,860
static,外套左邊,move,14.58214634,13.24142554,28.3674913,294.9807839,3750.10799,11286.65662,15.74831425,2.158825159,0.824030876,2.179255486,2.181765424,0.645775046,4.106423369,1261,313.7345734,1065
static,外套左邊,move,21.45653507,15.38231597,32.65738458,762.3585047,3178.372995,11758.34272,15.99465102,2.451662667,1.416516304,2.090723038,4.268990807,1.254160491,6.199818113,1278,303.9048336,1043
static,外套左邊,move,10.52075843,10.89687195,18.38911286,251.1755783,3417.581264,11054.86728,15.54762689,1.416516155,0.864892006,1.457377434,1.128812819,0.367505084,1.0771537,987,102.9464111,529
static,外套左邊,move,11.68011513,12.19558702,23.05532251,318.2347619,3446.987791,10998.7431,15.6150902,1.164539695,0.824030876,1.51185894,1.196046076,0.517535704,2.169533654,758,262.6795807,694
static,外套左邊,move,8.185447384,11.27985023,19.41565638,92.00727537,3922.544665,10761.46038,15.25521514,1.007905722,0.783169746,1.31436348,0.718954442,0.380731754,1.164731538,711,175.9157963,525
static,外套左邊,move,10.36202613,10.21930296,21.21180216,262.3800624,3044.845831,11670.07434,15.46335098,1.457377166,0.885323048,1.334794998,1.130898229,0.401316465,1.641900018,831,135.8328438,631
static,外套左邊,move,8.65465477,9.346756452,16.8382387,190.4604141,3435.399902,11117.39056,15.44313335,0.858081847,0.612915993,0.939803123,0.657616687,0.185421287,0.649817295,752,19.16584778,457
static,外套左邊,move,9.611918225,11.12354153,18.24552212,129.1074519,3886.243288,10750.06734,15.38918398,1.014715955,0.708258152,0.980665207,0.922790817,0.339850774,0.924561494,669,10.78245544,503
static,外套左邊,move,9.611680843,14.81037425,16.93804804,421.7220035,4036.970686,10384.40372,15.94123367,2.601486444,1.259881973,1.144109726,3.312934774,1.378411698,0.780999912,367,143.5883636,527
static,外套左邊,move,34.27120967,29.14513798,31.53299678,7002.847802,3592.917094,4908.726925,16.38208606,7.048530102,6.224498987,6.278980255,14.05724503,17.90519692,12.69334807,971,1490.512458,2087
static,外套左邊,move,26.51337693,31.7367801,29.10148215,2044.789591,4433.497348,6855.732775,12.84563933,3.722384244,9.793609053,9.441466369,11.06932988,23.71368377,22.32155994,654.1954721,539.1783378,330.177466
static,外套左邊,move,3.826433392,11.24137134,3.14628838,97.02417446,12958.1458,22.64321167,11.09429637,1.696796536,0.090935707,0.303643569,0.633396783,0.018150812,0.095831263,152.9917405,104.4606113,7.786178589
static,外套左邊,move,6.251490283,12.36126739,6.832358399,278.4352598,12227.95073,552.7134386,12.9805054,0.34832567,0.182321548,0.106129289,0.731472227,0.079123156,0.358763896,201.8173637,138.8611135,34.33081818
static,外套左邊,move,17.63324185,14.47342491,5.49491548,1637.745077,11344.54884,180.0390496,13.70206232,1.673295498,0.423319817,0.67921257,12.25227839,0.544298184,0.680418255,260.4808578,118.5151138,100.0658607
static,外套左邊,move,9.338614461,12.77109674,3.887763215,270.404988,12796.69623,36.77341291,11.52923932,2.121388555,0.309556007,0.412392437,2.063793221,0.097434517,0.260344397,631.336792,639.47227,124.2718048
static,外套左邊,move,2.765018978,10.84063989,1.468789661,308.1219503,12676.56315,8.39288431,11.70402655,0.140033841,0.100440979,0.158744887,0.024765577,0.008268045,0.033267621,65.90081024,147.7491647,25.2875061
static,外套左邊,move,11.49757237,16.63175861,8.394923833,482.1838726,12744.06497,126.7257852,12.38780235,2.678754568,0.426088333,0.673449546,3.223479043,0.507238099,0.97867968,794.6551018,690.251956,158.2815552
static,外套左邊,move,12.52350867,19.30854031,14.79633253,664.8419131,11831.92209,1033.313526,14.08536596,1.201551318,1.143920898,4.458403587,1.607447956,1.07992282,7.493144355,354.7828064,285.7010422,144.8167725
static,外套左邊,move,6.146591596,12.06098436,6.160508213,860.5254235,11078.17588,1306.898102,15.03845272,0.377290726,0.199834824,0.208142281,0.168210305,0.081068346,0.103734932,67.74629211,35.71323395,16.36662292
static,外套左邊,move,8.303660612,14.65529572,10.94574262,807.7768758,10439.12398,2301.081131,15.55068874,0.920735359,0.746197701,1.45534873,0.571312709,0.321299585,0.836729926,83.16967773,197.3075442,43.12479401
static,外套左邊,move,7.900307055,21.34299069,13.58310684,594.1280946,11712.15769,1774.826399,15.14183387,0.649873376,1.193317413,1.23665309,0.354991716,1.52131248,1.094000242,167.6988373,143.0361481,63.34352875
static,外套左邊,move,8.078377277,19.78931967,12.52577103,797.4944662,11571.2038,1198.990525,14.73923323,0.835637569,1.486484528,1.298549652,0.425872009,1.105284028,1.085617149,210.8478088,74.99227905,59.75445557
static,外套左邊,move,9.235511317,19.89547768,14.0569661,936.8402443,11383.78617,1480.19196,15.07272211,1.193093777,1.211730957,1.908381462,0.6428763,1.24144944,1.825930577,219.3182983,76.95214844,51.81083679
static,外套左邊,move,7.368060495,21.31093851,11.60764473,720.4668809,11578.81787,1302.553806,14.83589821,0.445249081,0.79918766,0.929117918,0.251238805,1.43284798,0.75027664,161.4506989,23.02938843,38.8212204
static,外套左邊,move,7.849498868,22.19399554,10.80548606,861.711771,11908.63252,814.5731671,14.4539183,0.579894304,1.063912392,1.011596203,0.295712224,1.887769136,0.759930763,166.6327515,12.82315063,29.73013306
static,外套左邊,move,6.287047545,15.8429532,9.141522887,866.2976498,11756.96753,779.3084723,14.50713029,0.493897915,0.776060104,0.740060806,0.144564626,0.442044946,0.464084551,112.3133087,9.761856079,18.13348389
static,外套左邊,move,8.565614495,21.19360541,10.90078584,1074.139848,11939.16076,646.1644993,14.49377289,0.761691093,1.245485306,1.083596468,0.357790153,1.450783511,0.81937541,212.4259872,9.468841553,27.06018829
static,外套左邊,move,9.120440779,22.70160458,13.71003357,924.9156909,11786.00921,1004.572262,14.67151425,0.842672825,1.621202469,1.557061911,0.433015598,1.92676603,1.422176985,286.1183167,17.49505615,40.14818573
static,外套左邊,move,7.924117857,20.78511028,11.46183926,964.2312531,11831.21445,711.7380752,14.4217224,0.53768158,0.978440285,0.7345227,0.306376994,1.330004506,0.836211881,193.5030823,12.25538635,29.94101715
static,外套左邊,move,10.59170446,23.85133108,12.8153417,1121.542681,11836.1831,830.4401003,14.65441463,0.830323219,1.607133865,1.371148586,0.629944767,2.256530413,1.314169123,286.0931168,23.32601929,36.61221313
static,外套左邊,move,5.413256637,16.3457098,7.201332219,1188.382636,11542.33184,295.669853,13.9161185,0.044008493,0.238827705,0.391660571,0.057651905,0.444275133,0.352223755,76.83965302,5.353759766,10.04043579
static,外套左邊,move,5.961627274,23.90496396,9.403340477,100.9271087,4317.863788,658.9645553,5.29163325,0.034278717,9.162297249,4.011807442,0.731942652,20.45335168,3.339183485,119.6635971,0.426345825,141.531044
static,外套左邊,move,1.291648613,10.01023738,5.094710102,3.892036652,10743.45684,2179.793175,13.40174132,0.161289606,0,0.255892754,0.018610885,0.007418543,0.020447813,56.61309052,9.753189087,6.411682129
static,外套左邊,move,2.090472704,10.71250277,5.444006669,7.40422041,10673.92464,2387.500971,13.64115178,0.265173569,0.23688221,0.157697201,0.043900476,0.026029849,0.014609292,5.074066162,2.037124634,2.262306213
static,外套左邊,move,2.201260272,10.83775093,5.533273963,8.767870335,10643.25313,2410.609008,13.66499094,0.272508302,0.241147995,0.155900955,0.050324401,0.0316183,0.014415106,7.22102356,1.842773438,2.089187622
static,外套左邊,move,2.329901357,10.78578797,5.613376762,7.887918782,10661.8195,2464.558387,13.71253113,0.358654171,0.226703644,0.14654541,0.055686637,0.029862484,0.015332036,5.71383667,1.56211853,2.062301636
static,外套左邊,move,2.467961825,11.12072957,5.5097028,7.711830772,10642.81895,2476.886217,13.71294979,0.331485674,0.283735275,0.167651176,0.05572882,0.03838603,0.012930582,6.271011353,1.648132324,1.784057617
static,外套左邊,move,2.604810002,11.04276072,5.436234752,9.788433355,10592.87908,2478.60089,13.72443604,0.331335977,0.293464661,0.124391556,0.061200908,0.037902567,0.011107748,5.890182495,1.169052124,2.182655334
static,外套左邊,move,2.264389916,10.69965458,5.349095874,7.908808706,10662.59312,2477.085679,13.7234093,0.332084432,0.25282383,0.138087749,0.05938807,0.03416847,0.010146914,4.911727905,1.346557617,2.003112793
static,外套左邊,move,2.701793399,11.17535441,6.94035955,15.16394459,10485.89189,2636.723173,13.84341988,0.348400515,0.306563377,0.193098545,0.077188206,0.059739206,0.107700492,6.376449585,2.886291504,5.562591553
static,外套左邊,move,5.088354773,18.95656569,11.50463695,40.42217774,12130.59129,1336.853759,13.24794527,0.695079595,0.979413986,1.005758286,0.293176056,0.919993907,0.730161963,111.1636505,27.57879639,58.44503021
static,外套左邊,move,5.527893429,20.54944961,10.37080428,59.84117722,12444.67884,816.6139695,12.74003158,0.660351813,1.2461586,1.00800395,0.282722554,1.423768194,0.693053985,184.9117279,20.77560425,63.87406158
static,外套左邊,move,4.637465264,19.51544786,8.535464585,81.19528877,12425.98069,707.1745621,12.7528966,0.586255908,1.17206192,0.764684796,0.173504146,1.182258242,0.439529146,166.0474548,10.75515747,47.82331085
static,外套左邊,move,6.326120435,18.2974517,8.591757742,149.2719619,12599.28179,538.5083081,12.76654402,0.543669403,1.026864052,0.844393969,0.290737331,0.805166037,0.490096281,225.318512,16.00752258,41.84881592
static,外套左邊,move,7.009617283,18.79727252,10.03904138,198.2529396,12643.07859,526.7401801,12.89745029,0.696127474,0.968111992,0.848285913,0.39575703,0.765206966,0.659060218,252.0740356,16.2237854,43.35012054
static,外套左邊,move,7.224828882,21.30403158,10.25843389,215.5910164,12545.95684,555.2245612,12.88650783,0.825907409,1.292113304,0.996552706,0.404927,1.454790055,0.768745166,225.6408081,25.59402466,50.15990448
static,外套左邊,move,8.091381292,26.00845311,10.96083787,295.722996,13489.29021,468.8475324,13.18752244,0.899404764,1.573003769,1.376387954,0.485646717,2.432396336,1.047349842,346.3050232,79.61768341,44.8234024
static,外套左邊,move,7.777054863,21.39508529,11.64124809,289.538548,12451.30575,732.1664434,13.34448282,0.929941177,0.877400398,1.026415586,0.464549402,1.491315166,0.936552718,210.9074402,25.75712585,44.92101288
static,外套左邊,move,7.763203306,16.18051244,7.062199873,493.6383931,12234.76736,594.0765513,13.68784304,0.612451553,0.699420929,0.697100401,0.613036608,0.417133308,0.423014956,163.9773407,29.717453,34.82223511
static,外套左邊,move,2.521505568,10.78118888,6.027630029,50.16524988,10482.16798,2566.392042,14.11757707,0.261880428,0.21846962,0.199310303,0.037436017,0.030673636,0.031588575,11.67488098,4.124069214,6.889068604
static,外套左邊,move,1.899759528,9.764786654,6.00156647,46.83274826,9949.196222,2877.528809,14.14391867,0,0,0,0.018566748,0.010628466,0.025556806,3.310211182,0.631149292,2.782073975
static,外套左邊,move,0.846340001,9.050778389,2.840792656,91.68529877,10485.32345,1032.973173,12.73791105,0,0,0,-2.35E-15,-2.01E-13,0,0,0,0
static,外套左邊,move,0.846340001,9.050778389,2.840792656,91.68529877,10485.32345,1032.973173,12.73791105,0,0,0,-2.35E-15,-2.01E-13,0,0,0,0
static,外套左邊,move,3.692820959,12.95077357,4.477865341,66.5143352,12920.27677,765.6583123,13.07357905,0.691561908,0.15163517,1.023122549,0.426145667,0.251012532,0.253667156,2.57635498,0.398849487,5.243461609
static,外套左邊,move,0.895138562,10.22344017,1.851350069,102.5629497,13378.3973,438.719626,12.9699288,0,0,0,-2.46E-15,0,0,0,0,0
static,外套左邊,move,4.232990218,14.31463543,4.65477731,221.057704,12784.2483,311.1447304,12.71909504,0.511935413,0.664168358,0.483644247,0.207351978,0.213712267,0.177093496,87.39874268,13.4763031,14.93292236
static,外套左邊,move,2.695244837,10.94674505,2.91679663,470.5901308,10162.57309,541.9110661,12.87938176,0,0,0,0.006581572,0.040608401,0.008513124,14.04949951,0.389923096,4.113327026
static,外套左邊,move,2.813685979,11.27763672,2.302451307,404.0083232,10829.01363,565.4566967,13.05045479,0.48454237,0.963396072,0.092657328,0.051517281,0.203656915,0.001883861,4.477584839,0.411941528,2.440536499
static,外套左邊,move,2.9807437,11.33418065,3.208567349,360.9892265,11676.6386,499.0411155,13.15248699,0.602496982,0.813408852,0.569116592,0.085011746,0.154948357,0.075852811,2.765960693,1.413452148,0.885292053
static,外套左邊,move,2.699289219,10.69987581,2.419399878,525.0907499,10500.48094,332.2114248,12.68840484,0,0,0,0.00526979,0.031254191,0.007598008,0.789520264,0.063644409,0.280227661
static,外套左邊,move,1.941409997,11.3413305,3.062229612,329.640498,11482.61553,348.1703616,12.6915838,0,0,0,0.001291103,0.147517797,0.084971975,0.788391113,0.048736572,0.189216614
static,外套左邊,move,1.994977698,9.82588058,2.478406318,411.1838708,12272.26736,479.8659163,13.51598869,0.09250772,0.01556778,0.2484833,0.001985701,5.62E-05,0.014326906,0.237548828,0.033004761,0.19078064
static,外套左邊,move,2.87667507,9.874220464,2.814228085,415.1904436,12185.68913,453.9436083,13.42862317,0.044008493,0.039367676,0.235310674,0.022111122,4.69E-04,0.024840236,1.27583313,0.153717041,0.29271698
static,外套左邊,move,2.362686872,9.717042923,1.455124021,714.5330249,12085.87817,271.0253972,13.53485382,0,0,0,-1.61E-14,0,-7.61E-15,0,0,0
static,外套左邊,move,3.180563022,10.72516916,2.993147451,339.4923586,11851.41134,474.719794,13.1508897,0.369581461,0.336350441,0.327818155,0.051638782,0.032959339,0.032244858,1.899887085,20.7490387,0.600608826
static,外套左邊,move,5.488712348,26.06722829,4.179327413,273.6514216,5857.763131,98.07066075,6.204611515,2.216889858,9.891281128,1.120719433,1.160992959,24.50362547,0.433089413,77.92015076,22.06225586,150.3561478
static,外套左邊,move,2.297946655,10.40715027,2.135471094,619.8901941,12091.03808,253.1960357,13.31822517,0.04415822,0.277223587,0.068856716,4.58E-04,0.02257477,0.019064745,0.039550781,0.277999878,0.253326416
static,外套左邊,move,2.376118744,11.20612854,2.050554243,536.5940437,12813.24606,340.6229628,13.67881735,0.024099827,0.463586807,0.098195791,0.002071355,0.063430832,0.004840912,0.488311768,0.413818359,0.192047119
static,外套左邊,move,3.038394993,11.61117325,3.746201898,450.0216507,12511.86002,509.5466357,13.73158963,0.267044663,0.442030907,0.478554845,0.020729561,0.057213557,0.068473709,13.47261047,56.07980347,3.468757629
static,外套左邊,move,1.779050469,9.736951828,2.164049864,405.1226333,12135.45356,599.4383121,13.68005216,0,0,0,-9.85E-15,0,-7.16E-15,0,0,0
static,外套左邊,move,6.274647004,10.42685013,5.517833806,376.1962945,12054.55059,712.9294139,13.70379887,0,0,0,0.49907351,0.011753305,0.23123149,7.635284424,3.642791748,1.205093384
static,外套左邊,move,1.430254662,10.33151278,4.395463264,91.39733734,10849.02401,1946.377857,13.94162373,0.174237669,0.277223587,0.050744534,0.011999955,0.033489095,0.003258745,6.310791016,0.067474365,0.618667603
static,外套左邊,move,1.822694269,9.602559746,4.996956539,79.51053644,10694.31675,2038.100156,13.8846159,0.467777282,0.150287628,0.337548256,0.045630576,0.005016661,0.03896854,28.45349121,96.00764465,5.572967529
static,外套左邊,move,0.476509663,11.90843368,4.753453779,21.80819303,12792.36204,1983.655532,14.3373567,0,0,0,1.36E-04,0.12280349,0.022436702,0.141952515,0,0.168907166
static,外套左邊,move,1.071059855,26.69068655,10.16581857,8.958369866,5563.152902,807.0235632,6.084748391,0.407303005,10.14994335,3.865860939,0.040779981,25.3243919,3.673704704,5.583114624,10.63536072,71.41512299
static,外套左邊,move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
static,外套左邊,move,2.105655826,28.49649927,7.528301072,50.92650524,9391.530816,647.7277438,9.960297991,0.064815223,0.127983093,0.286653757,0.097724068,17.91190824,1.247097981,4.934417725,25.89979553,71.95220184
static,外套左邊,move,1.425714194,10.30013066,4.27784096,74.00097222,12088.4606,789.5646376,12.90723894,0.335003376,0.187110901,0.897683263,0.026014198,0.012256406,0.184059257,5.398574829,119.927475,1.466247559
static,外套左邊,move,1.792058006,10.57195876,2.605656021,143.969335,12433.51269,525.0520871,12.92467164,0.379760325,0.366437912,0.298329711,0.025424297,0.022972969,0.015874582,0.929550171,0.017242432,0.295013428
static,外套左邊,move,1.629329965,9.88483657,3.61273394,97.71860799,11608.24992,725.5933594,12.74429553,0.391435981,0.158221245,0.596060514,0.029887288,0.006112197,0.076508148,0.130126953,0.345825195,0.240341187
static,外套左邊,move,2.295424176,11.58741245,4.507139512,142.41171,13067.92804,658.6425534,13.32900302,0.503852248,0.28725338,1.063388705,0.072331873,0.052368991,0.275851725,1.977615356,2.554321289,1.22315979
static,外套左邊,move,1.275297549,10.40277626,1.759533515,147.6652848,10541.2033,374.3898111,11.8520441,0.055534601,0.736618042,0.014070749,0.001432993,0.117876215,8.69E-05,0.51159668,0.45199585,0.090774536
static,外套左邊,move,1.60814829,13.11209328,3.262456288,166.0489312,12449.45415,484.9004826,12.9084047,0.050295353,0.875080109,0.177830219,0.007956429,0.386903126,0.062842776,0.79838562,0.748382568,0.248451233
static,外套左邊,move,3.297218241,15.37663641,5.355297191,95.19783091,13073.97186,744.3212848,13.30769797,0.307834864,1.015563011,0.306861877,0.060733379,0.352693702,0.094819499,51.10195923,9.989929199,16.5869751
static,外套左邊,move,0.673449576,9.788444519,2.696941614,58.0523944,12264.1467,931.007241,13.15883571,0,0,0,-1.57E-15,0,-2.51E-14,0,0,0
static,外套左邊,move,3.049664789,10.39307973,3.849721256,145.0576207,12906.62505,792.7891787,13.46962278,0.965192854,0.049247742,0.627345324,0.21745588,0.001587109,0.092141566,10.46368408,0.104217529,0.348762512
static,外套左邊,move,0.594114542,11.41840553,3.13852334,45.1804274,16688.63807,1260.842081,15.15104342,0,0,0,0,0,-3.40E-14,0,0,0
static,外套左邊,move,3.929736682,12.24542549,4.816167379,293.3269491,15969.373,769.6724815,14.9840513,1.266516209,0.589624405,1.241667867,0.276236105,0.047571797,0.273769356,2.569763184,2.794006348,0.606063843
static,外套左邊,move,1.637917446,12.07391833,4.452389031,265.4132063,15311.01298,957.8927265,15.09018396,0,0,0,0.001417673,0.04671716,0.108579791,0.042175293,0.033813477,0.120735168
static,外套左邊,move,1.371141659,12.25522924,4.095086114,238.1824648,16803.61778,1394.870613,16.11813152,0,0,0,1.92E-06,0.024713262,0.024653979,0.148590088,0.011688232,0.050537109
static,外套左邊,move,1.531291938,14.28421958,3.384189355,208.8223963,13796.52169,1006.770224,14.43037624,0,0,0,0.00263278,0.625835335,0.013713974,0.574554443,0.026947021,0.278213501
static,外套左邊,move,1.608854413,8.926088333,2.245031357,331.3168029,10198.40678,645.1412215,12.7799741,0,0,0,-8.50E-15,0,0,0,0,0
static,外套左邊,move,1.932717933,9.775906357,2.390410459,337.0190034,10279.24477,648.5925374,12.83355801,0,0,0,0.002058503,0.014173572,4.15E-04,1.168151855,0.060211182,0.102806091
static,外套左邊,move,1.777254224,9.367969513,2.320624352,404.3049697,11233.13316,689.3180647,13.46584809,0,0,0,-9.85E-15,0,0,0,0,0
static,外套左邊,move,3.370971972,14.04654501,5.460137812,549.5294657,13336.04096,1090.39974,15.07770524,0.602347255,1.7682724,1.186582327,0.090616277,0.780927433,0.351647953,1.524673462,0.047515869,0.296524048
static,外套左邊,move,2.379601479,11.13624191,3.507206678,724.8004092,15874.03314,1574.463832,17.02305007,0,0,0,0,0,-3.76E-14,0,0,0
static,外套左邊,move,1.85599041,9.685009956,2.600242853,440.9216514,12006.32549,865.4416506,14.14124322,0,0,0,0,-2.86E-13,-2.33E-14,0,0,0
static,外套左邊,move,2.511197508,11.27936964,3.025938849,312.4301349,10257.22723,740.0173074,12.88801057,0.441431999,1.074166298,0.286803722,0.041607205,0.246367813,0.017563477,0.512771606,5.11428833,0.178474426
static,外套左邊,move,2.518285279,20.4513253,5.814594664,19.14017901,1743.215899,130.1737162,2.0077631,0,0,0,0.127782998,11.58175854,0.865089827,63.5620575,90.20555115,146.6303558
static,外套左邊,move,4.773169315,13.76219288,5.517322089,368.1723911,12480.1788,528.4556631,13.25744121,1.239123285,0.494272232,1.30753088,0.521551577,0.565155864,0.614981417,3.203872681,9.019729614,1.097763062
static,外套左邊,move,4.216469056,16.89766638,3.701636791,463.2998846,10163.05124,178.7232746,11.72431863,0.826281667,2.481240273,0.440982938,0.197646427,2.493229513,0.260347326,2.34576416,87.97611237,0.8698349
static,外套左邊,move,4.404493535,21.23125456,4.870135382,103.3968378,11281.97892,497.8473434,11.68084475,2.075434148,6.290818691,1.546134949,0.739984742,6.791209166,0.411301591,6.291259766,11.59581757,0.502952576
static,外套左邊,move,0.384207437,9.148194206,2.437394981,0.687500745,8802.803061,429.550512,10.17384209,0.08053253,0,0,0.004969872,0.018484053,0.009676715,2.374511719,42.97399139,1.269607544
static,外套左邊,move,3.240482213,12.8951069,2.177185074,101.4088119,11476.77977,400.8574147,12.03603052,0.730630636,1.388662338,0.041164398,0.138170134,0.412054678,0.002446988,1.899841309,12.08798981,0.129394531
static,外套左邊,move,2.766984703,14.1637207,5.443332805,212.48509,17041.15011,1062.999061,15.61251735,0.775836587,0.562081337,0.570014715,0.111650642,0.245273672,0.240937904,1.022537231,5.00353241,0.386146545
static,外套左邊,move,5.114485942,15.76321294,4.626047932,139.4393042,13508.73749,268.2437205,12.42936757,1.918934524,2.223626137,0.539253592,0.992160691,1.244149655,0.211778394,5.808547974,10.58988953,0.680297852
static,外套左邊,move,8.615090929,23.62754218,5.023602136,469.4562125,4282.47382,103.9567633,5.363480162,1.447639585,8.893754959,0,2.437231392,20.02623337,0.789424156,50.49093628,20.77158356,156.765625
static,外套左邊,move,5.062108396,10.32329337,1.850467377,1487.417366,11850.90806,374.1822497,14.72333704,0.654588938,0.001197815,0.06391716,0.114415178,0.008628702,0.001003817,15.80839539,0.245574951,0.698905945
static,外套左邊,move,4.447216158,11.05832156,3.45621456,613.9099325,12877.09427,632.6684867,14.38306657,0,0,0,0.197953769,0.039629078,0.057965734,6.013122559,0.159996033,0.795478821
static,外套左邊,move,3.85304641,37.17705533,22.27127113,47.5067179,10740.8974,4807.741992,13.32979578,0.510288859,13.84006929,6.303242445,0.372775382,48.53638786,15.3347601,74.51432037,58.88000488,10.64089966
static,外套左邊,move,3.167479633,3.301038035,11.29417109,223.4616769,141.6113723,14367.65102,12.75960821,0.800984323,1.245260492,0.290995598,0.147471199,0.296581259,0.019831224,2.737373352,0.661388397,1.102706909
static,外套左邊,move,4.270343202,2.240942296,13.04294563,84.31544157,54.17684828,12841.40383,11.33284389,1.78159517,0.644559637,0.875229836,0.567664891,0.108191648,0.400367153,8.070045471,77.3412056,2.007484436
static,外套左邊,move,3.248068034,5.647915315,13.04304462,58.84407876,392.5223707,11958.12778,11.79978185,1.056952059,1.283730507,0.880020142,0.462275478,0.5204481,0.250676104,71.04414034,120.3463135,42.64626694
static,外套左邊,move,3.004555021,3.339478048,10.59346412,44.61228012,648.164572,11388.14909,12.22245001,0.93839857,0.335003376,0.119750977,0.281264617,0.029503746,0.036234195,10.73914099,14.21490479,17.01424408
static,外套左邊,move,1.246512489,3.598293407,11.40173723,7.841379649,356.5338119,11789.03698,11.39467364,0.051343232,0.192349911,0.599054337,0.024581054,0.178298156,0.181897164,1.228447914,2.339584351,4.079154968
static,外套左邊,move,1.221130208,3.607832333,10.18988667,4.832597845,725.4664549,11101.32983,11.84053687,0.232017525,0.144150257,0.242046356,0.037830474,0.042899677,0.025407599,1.422512054,3.494430542,5.031549454
static,外套左邊,move,2.994858564,4.232350875,10.6811122,68.63022418,398.3764623,12087.38835,12.10231191,0.119152248,0.153131485,0.378861427,0.090352416,0.160921143,0.037081328,1.617342949,3.300125122,10.81483269
static,外套左邊,move,1.521959697,4.395499373,10.56419625,43.25846773,985.745777,11037.21554,12.60851822,0.271535367,0.313298464,0.511636734,0.021902071,0.059327556,0.078680454,1.576073647,0.963516235,7.488552094
static,外套左邊,move,0.962155392,3.285696397,11.32006824,31.18499178,717.5075294,11508.66448,12.33206197,0.088615745,0.065713406,0.159867287,0.004070668,0.016240202,0.072233184,0.631390572,0.128845215,1.769338608
static,外套左邊,move,2.257176981,3.069947647,12.24383619,31.24233443,336.974767,12565.67721,11.96375297,0.47361511,0.337622762,0.56193161,0.135153842,0.072706427,0.122929594,19.97754854,5.636795044,18.48777961
static,外套左邊,move,14.11179456,3.416503185,10.71763704,7790.149316,41.72002949,3276.067407,13.29314016,0.612915516,0.374559551,0.728688717,0.425069082,0.099358005,0.360867155,351,20.84284973,211
static,外套左邊,move,14.44941703,3.44673464,11.14211921,7740.697084,30.25434416,3235.059361,13.14576373,0.694637775,0.340508685,0.721878529,0.446863755,0.110151736,0.410495818,406,21.39451599,229
static,外套左邊,move,13.59832028,3.142859096,9.724298632,8215.596382,26.87187005,2795.91279,13.01988199,0.592485428,0.422230795,0.721878529,0.344655187,0.086935697,0.276455003,386,18.16744995,247
