Type,loc,class,amp_x,amp_y,amp_z,power_x,power_y,power_z,sma,iqr_x,iqr_y,iqr_z,var_x,var_y,var_z,ori_x,ori_y,ori_z
dynamic,外套左邊,run,48.43259742,45.93211916,49.56151472,12585.518,4025.264989,5039.935709,16.12766222,11.30488837,5.768217444,6.592247963,46.01383158,25.77869404,37.94929419,1680.466299,9480,3441
dynamic,外套左邊,run,53.72826585,44.53381469,56.95397416,12115.65794,4016.635092,5549.372132,16.44124942,11.25721753,5.237023711,9.438900948,47.76877892,27.22509229,41.24857222,1950.653067,8782,3686
dynamic,外套左邊,run,51.14597507,42.39202828,49.45676129,10767.87867,3220.161261,4423.777711,14.67943612,10.65111196,4.869274199,8.390134335,43.3353279,21.94246434,33.01277286,1671.345309,9055,3353
dynamic,外套左邊,run,49.34312755,47.38366683,53.99311147,9954.445703,3679.200902,5365.486629,15.10741304,10.1880202,5.686495066,9.173304319,42.26796777,25.94397458,40.61143474,1593.076111,8971,3410
dynamic,外套左邊,run,48.05826366,46.12493711,55.08626335,11284.19713,3530.43026,5558.209521,15.52240797,11.76117009,5.454949021,8.253930807,46.11448022,24.0226973,41.48597225,1694.086635,9495,3535
dynamic,外套左邊,run,47.67119315,42.58485248,56.14357628,11209.43448,3209.564324,5874.195854,15.21669502,11.31850964,4.31084016,8.274361372,46.84515172,21.32830018,44.46695658,1930.658122,9406,3847
dynamic,外套左邊,run,48.96852168,39.36050549,49.94115509,11167.97924,2949.939944,5039.251695,14.9663147,11.66582798,5.516240835,7.790838718,44.86490574,18.83039937,36.84177756,1619.78833,9185,3595
dynamic,外套左邊,run,52.77691999,42.75862364,52.96985929,11316.27223,3624.769264,5839.340918,15.77449078,10.01776576,4.671779275,8.825985432,45.37949177,24.41914707,44.52418121,1864.575979,9483,3641
dynamic,外套左邊,run,44.66921884,43.13459379,51.42433653,11753.86648,3431.603355,5374.550357,15.85270141,11.65901768,4.26997906,8.914517403,44.58620196,23.3762183,39.92421642,2151.162693,8785,3381
dynamic,外套左邊,run,50.10152604,40.96909039,50.3713809,10105.69706,3078.851072,4899.885201,14.28870245,10.75326466,4.726260543,8.846415758,44.61533556,20.8656107,36.86757832,1294.758606,9073,3383
dynamic,外套左邊,run,45.56809381,42.64031815,53.86416932,10803.03244,3404.248986,5749.371217,15.5734843,11.22316635,5.134870887,8.655730963,43.37795427,22.43626342,42.94840401,1171.361008,8891,3574
dynamic,外套左邊,run,50.82711573,43.81517369,70.06141842,9644.054893,2843.661266,8638.022529,16.47008621,9.615965188,4.161016285,14.60101223,37.60164579,18.76304936,57.54833977,1568.995342,7213,2993
dynamic,外套左邊,run,46.73869309,41.23247628,46.97641651,10938.46555,3265.661376,4652.351247,14.712955,11.59091637,4.882894516,8.519527674,45.78796116,23.34319706,34.59240371,2474.890579,8823,3541
dynamic,外套左邊,run,48.46845722,41.10083746,48.8715393,10711.30977,2997.803462,5445.5279,15.35045114,11.24359743,5.066769004,9.459331512,41.81838278,19.41052175,39.47450288,2667.778912,8990,3405
dynamic,外套左邊,run,55.68641729,48.05556347,55.24256652,11836.72546,4121.335681,5617.243696,16.27195271,11.48876289,6.088295132,8.928137779,49.01434691,27.79397741,42.55749708,3254.761942,8983,3379
dynamic,外套左邊,run,53.88504718,42.01659844,53.34757103,10903.39623,3269.16612,5809.132977,15.49314553,9.75216946,4.699019879,10.11991835,46.30581116,22.92313791,42.61353351,3454.755713,9283,3333
dynamic,外套左邊,run,48.15990462,42.80605362,48.2497811,11059.7413,3389.924788,4936.548245,15.23393325,10.41956618,4.011192292,8.090486526,45.57153517,23.80325396,37.05983574,3282.175011,9394,3755
dynamic,外套左邊,run,54.27086548,51.60980857,70.68620527,12298.75596,4607.679141,7885.030486,17.71432628,10.40594602,6.517336369,12.18340111,48.5832456,30.81910742,58.72836373,3545.461212,9019,3313
dynamic,外套左邊,run,53.97203213,46.93173631,56.65767775,11968.66048,3943.006489,6468.267294,16.40219733,11.37299013,5.502620578,8.601249695,52.73939129,26.41927357,49.66634361,3700.897118,10294,3467
dynamic,外套左邊,run,46.62243317,45.29824377,48.10600772,10560.97721,3395.088479,5226.056754,15.0598482,9.670446992,5.012287915,9.534243107,45.3645876,24.03738961,38.9343361,3732.475227,9086,3511
dynamic,外套左邊,run,43.63248093,43.89672116,48.176659,11761.27945,3256.111447,5350.534191,15.83120682,12.23788232,5.291504741,10.03819609,47.72019007,21.99316859,39.84363124,4012.419325,9400,3747
dynamic,外套左邊,run,53.77462084,46.91014915,53.95338059,11659.58781,3724.721756,5453.591986,15.75523084,11.47514296,5.311935782,7.967903376,46.42569721,26.38252081,40.05114904,3794.198967,9293,3678
dynamic,外套左邊,run,55.47774685,38.24487756,54.29404776,11696.3847,2741.788694,5094.957289,15.21073615,10.9575693,4.501524985,9.329938173,44.67068182,19.07600613,36.04344113,3759.576048,8933,3187
dynamic,外套左邊,run,54.0415923,43.76266492,53.94613614,12082.73441,3530.204856,6046.34023,16.32111364,11.56367546,5.380037427,9.016670227,46.47625119,24.59777813,45.3935791,3072.874457,9771,3278
dynamic,外套左邊,run,52.61306201,49.34906524,57.49972923,12608.54385,4462.420413,6238.536346,16.99734265,10.296983,5.380037427,8.921327829,47.02005597,30.01975465,47.26221576,1545.660048,10170,3474
dynamic,外套左邊,run,51.6015631,44.01687966,53.86994754,11184.18002,3564.607728,5377.356564,15.72288257,11.40023071,5.40727818,8.240310669,42.6391389,23.95367204,39.21145163,2811.166286,8761,3095
dynamic,外套左邊,run,51.59521783,46.58699675,54.84194811,11541.44543,3937.354634,5450.55839,15.88707151,10.03819644,5.516240716,8.907707453,43.57567264,25.10466135,41.00838855,2675.609674,9592,3477
dynamic,外套左邊,run,55.94251031,40.3088493,49.86242102,11838.44722,2983.249335,4700.579286,15.38503403,10.33784389,4.978236914,9.118822575,45.1470771,20.17109138,35.15814099,2587.920051,8808,3232
dynamic,外套左邊,run,43.3345867,47.5047761,48.285512,11806.75953,4106.683284,4929.390209,16.27237836,9.316317439,4.964616895,8.968998909,41.21831833,28.87104871,36.36381567,1755.299915,9122,2927
dynamic,外套左邊,run,43.82111362,42.97892902,44.50787446,11082.54801,3492.864849,5228.771684,15.48952762,10.36508465,5.414088249,10.03138614,41.97414561,24.43574012,39.05848918,1921.58631,8834,3360
dynamic,外套左邊,run,45.66504009,41.108313,50.42715668,11196.08887,3310.088777,5296.334084,15.28777623,10.34465408,4.739881247,8.117727757,43.84347156,20.6660831,39.25246864,2335.255566,8703,3331
dynamic,外套左邊,run,45.94955934,38.62525144,52.83307339,11523.10924,2631.056803,5399.64821,15.35374977,10.73283434,4.290409446,8.601249218,42.44164862,17.98090125,41.0283392,1741.037148,9067,3319
dynamic,外套左邊,run,49.60132932,41.99035304,51.60869413,11952.48519,3229.956173,6021.120077,15.69904686,12.06762803,4.31084013,8.335652828,48.00366626,22.4925934,44.6958282,1671.545318,9640,3249
dynamic,外套左邊,run,50.27491877,48.24253067,56.64298098,12003.49511,4156.348851,5594.14337,16.52541884,11.35936987,5.243834138,9.942853928,45.34125696,27.84760642,42.31341541,1820.411011,8906,3424
dynamic,外套左邊,run,49.25231915,39.20135685,48.28196012,12030.70278,2707.47687,4839.435418,15.0542085,11.80884106,4.256358683,7.429899693,46.0978476,18.57166742,35.54287596,1976.716019,9172,3449
dynamic,外套左邊,run,50.49177137,45.21550485,48.58678809,11137.91669,3861.434475,5268.18752,15.53347452,11.45471209,4.467474014,9.214165211,46.33974976,27.5532124,38.91990283,2115.801868,9181,3820
dynamic,外套左邊,run,44.12040508,46.36159907,50.55947129,11025.4557,3999.845632,5606.156961,15.80673277,10.86903727,5.529861122,9.214165568,42.32051511,27.06055767,41.09600785,1633.217949,8830,3530
dynamic,外套左邊,run,56.2089909,49.74737389,43.95895087,11643.38964,4373.570671,5306.22283,15.85248863,11.18230554,4.842033632,6.585438251,48.99024309,29.93598482,38.74177616,1524.568176,8342,3489
dynamic,外套左邊,run,48.75534878,42.78598216,49.05041336,11374.79773,3506.218502,6003.649801,15.67329589,10.05181703,5.168922067,8.444615602,47.96552436,23.91216685,45.33855929,1701.884727,9066,3152
dynamic,外套左邊,run,49.22370026,48.14197805,55.64636878,12058.05721,4250.146145,6022.196343,16.3165381,12.05400789,5.339176536,8.567198753,47.3668241,29.05927818,44.74428427,3083.576565,9764,3572
dynamic,外套左邊,run,44.92576542,41.45693076,52.74137827,11920.92297,3512.273499,5418.561709,16.18278202,10.28336287,5.073579669,8.962188721,44.25864263,23.80337245,39.44145848,3184.125504,9117,3183
dynamic,外套左邊,run,51.63174778,43.28068674,53.08813565,12288.28328,3748.633188,5627.737665,16.37187074,11.61134577,5.822698832,8.526337624,48.65205361,26.28819344,41.27860155,3189.289295,9418,3786
dynamic,外套左邊,run,51.81769773,44.38080128,51.15185283,11833.50392,3866.794354,5411.147033,15.66095243,12.80993677,4.542385995,7.913422108,49.85108587,26.90497653,39.24818323,3791.604485,7904,3496
dynamic,外套左邊,run,52.11230128,44.52249301,51.38958224,10551.4734,3511.016572,5405.849163,15.09900669,10.53533876,4.828413188,8.185829163,46.09191374,23.85736826,41.09432033,3391.425127,9471,3522
dynamic,外套左邊,run,52.28052016,46.35639308,52.41742483,11701.76822,3892.2734,5699.831907,16.11414823,10.88265795,5.298315406,8.32884264,45.81600121,27.68493211,42.20248624,3665.633279,9551,3692
dynamic,外套左邊,run,50.01928565,40.58338795,58.72003617,11318.87745,3356.32513,5950.156124,15.54337055,11.06653214,3.963521272,8.730642557,47.87311676,22.94080821,44.81011888,3641.563218,9421,3617
dynamic,外套左邊,run,50.73454681,40.55066526,51.66335104,10373.86552,3120.552052,5792.446965,14.8007424,10.32422304,4.542386115,9.500192642,44.71811184,21.75653406,42.64361791,3947.9107,8955,3543
dynamic,外套左邊,run,54.04070069,42.81127922,52.50126482,12171.53095,3806.816768,6142.491877,16.39623838,11.55005524,5.305125535,9.234595537,49.20904206,25.37765764,45.88930535,3473.188267,9846,3785
dynamic,外套左邊,run,51.79062084,44.17610953,55.75033745,10571.11179,3864.52019,6513.858816,15.81354298,11.41385174,4.351701081,9.663636923,45.18255737,26.80415673,48.47799357,3812.569669,9472,3699
dynamic,外套左邊,run,59.56073542,39.26516221,62.05257984,13162.25985,2853.509423,6630.347795,16.50711649,12.02676761,5.025908343,9.404850006,53.17149883,17.73981476,50.68717848,4192.886853,9279,3257
dynamic,外套左邊,run,45.42813355,41.00354422,46.87670243,11159.30067,3141.83176,4927.863027,15.12624741,10.97800046,4.521955371,9.452521324,44.10675428,22.07367399,36.19484321,4283.076833,8498,3242
dynamic,外套左邊,run,51.72828557,38.49522562,49.00062523,11262.32685,3365.375818,5380.259366,15.39748384,10.31741291,5.114440233,9.25502634,45.2734312,22.10737053,39.81806486,2655.564164,8555,3028
dynamic,外套左邊,run,62.09530855,52.34155791,56.53896609,14092.44805,4126.357979,5461.203157,17.07874554,12.59882182,5.49581039,8.526337624,50.93667255,27.33291417,41.4889453,1972.9159,8693,3228
dynamic,外套左邊,run,47.36331468,42.44158012,49.9642477,12531.58026,4119.952421,5817.472943,16.79027085,11.25040722,5.311935961,8.853225708,45.37876719,28.24108796,44.08343506,2106.783004,8859,3300
dynamic,外套左邊,run,49.66684846,41.65648382,52.84018661,11499.6702,3478.35189,5058.988745,15.67680742,10.65111172,5.570721984,7.205163956,44.93447912,22.83610438,38.1217605,1957.514142,9261,2991
dynamic,外套左邊,run,40.51198958,50.08297203,49.80375166,12435.4449,4431.810037,5558.441349,16.56074663,10.93713999,5.734166205,8.12453723,44.81347273,30.55449412,41.62314246,2351.364727,9223,3536
dynamic,外套左邊,run,54.01403258,43.11373176,51.50436162,12569.92115,3863.373543,5651.301897,16.77877863,10.61706114,6.013383985,9.765789509,48.94662326,26.14646197,43.2557936,2207.66429,9104,3208
dynamic,外套左邊,run,45.40638822,48.0970997,50.02656034,10795.66677,3627.79296,5280.753416,15.10826427,10.54895973,4.406182289,8.09048605,43.82193151,25.75270724,38.6654621,1797.123411,9512,3344
dynamic,外套左邊,run,46.97197529,51.48545742,50.61660819,11869.58083,4056.304156,5481.116262,15.81918257,10.41956598,5.19616276,7.763597965,47.37408615,28.48429832,40.80086399,1786.396622,10040,3719
dynamic,外套左邊,run,50.58893724,42.58816615,58.5411078,11595.1008,3359.315269,5460.925112,15.80694555,10.44680631,4.310840204,9.60234499,44.26521514,22.46660349,39.79991759,1887.579208,8524,3319
dynamic,外套左邊,run,53.87036638,41.34831048,55.21361753,11915.32615,3574.5728,5591.357683,15.91037509,10.52171826,5.019098461,8.642110825,46.50051066,23.32644689,41.45462293,2003.891899,9447,3540
dynamic,外套左邊,run,51.44410918,40.24402577,51.58878878,9945.64257,2946.8029,5876.086891,14.90630004,9.881562114,4.290409684,10.03138614,41.76466645,19.85446334,42.91108466,1835.729736,9245,3629
dynamic,外套左邊,run,54.04304703,43.51068239,55.76456411,11859.90336,3225.711506,5992.984586,16.11170086,10.47404689,5.693305612,10.11310816,44.77382638,23.31144275,45.40601144,2620.542793,9378,3415
dynamic,外套左邊,run,51.25890872,41.52324343,50.97031633,11448.1645,3673.404264,5758.051317,15.71351847,10.60344094,4.460663974,9.942853928,45.76998637,25.70274637,41.906482,1092.907272,9387,3435
dynamic,外套左邊,run,53.3176977,42.86138942,54.16164609,11130.90893,3503.340852,5963.879363,15.70692114,10.85541686,4.617297918,9.411660194,45.3421586,23.47428865,45.04378542,1200.805939,9330,3659
dynamic,外套左邊,run,52.43629532,40.54330876,53.99475368,10163.11239,3174.587685,5954.477688,14.90278855,10.93713871,4.923755527,8.907707453,42.90129102,21.40975514,43.22013061,1969.917595,8521,3603
dynamic,外套左邊,run,50.81345404,46.70339999,55.16271394,11998.72591,3637.356558,6481.764138,16.65789803,11.24359715,5.768217087,9.248215675,46.28757075,24.85341869,49.98051549,2241.733143,9324,3555
dynamic,外套左邊,run,49.31825948,46.07612358,54.5423956,12240.16835,3805.319927,6016.987129,16.29781014,12.08805904,5.49581039,7.988334179,46.18377294,27.73150189,44.39728263,3534.134617,9209,3490
dynamic,外套左邊,run,48.36972316,40.58891606,54.88921338,11004.63203,3515.392868,5497.078086,15.45696649,11.06653258,5.380037189,9.650016308,44.98466195,24.22833061,41.56260376,3628.503092,9581,3637
dynamic,外套左邊,run,53.02164831,43.6622127,53.97790404,11069.72695,3162.186201,5732.390596,15.59285078,11.03929169,4.957806855,8.226690292,48.6300506,21.23562846,43.42050034,3253.97015,9064,3674
dynamic,外套左邊,run,41.82553515,36.92110667,46.3626573,11444.49935,2882.653865,4909.34559,15.05218677,11.64539742,4.317650318,8.308412075,45.14852657,19.98912518,37.25272129,2985.684956,9121,3402
dynamic,外套左邊,run,54.13018802,48.54077841,57.3847071,10441.14197,3768.359416,5737.528922,15.08857865,10.78731488,5.053149104,7.395849228,48.87583285,27.02193975,44.29002687,3944.240592,9944,3715
dynamic,外套左邊,run,49.77736908,39.67242997,54.29954749,10254.85829,2843.805386,6165.674502,14.79510272,10.70559339,3.636632681,8.662540913,45.33995201,20.13523547,46.27721826,3550.781714,9684,3804
dynamic,外套左邊,run,50.31996906,50.04116161,68.16291161,10344.40113,4158.814948,7643.285517,16.70099373,8.070056617,5.475379974,9.561484098,40.3138931,27.48852711,53.88105995,2816.051735,8682,3523
dynamic,外套左邊,run,47.92425106,38.6882554,46.26065734,10887.65072,2545.360897,4686.084149,14.47789756,11.06653267,4.637728572,8.642111063,43.13302186,17.00940684,33.19505045,3985.122787,9236,3345
dynamic,外套左邊,run,48.04734693,45.07035359,46.3657077,11759.19687,3264.002872,5086.373699,15.34523706,10.52171803,5.059959412,8.315222263,44.98411433,22.15335748,37.23293503,3643.666508,8326,3201
dynamic,外套左邊,run,50.23647,35.01680271,45.44291133,11430.61457,2499.770473,4597.960239,14.9684429,10.64430165,4.760311425,9.3367486,42.08677085,16.66157923,34.38630597,2921.570546,9051,3224
dynamic,外套左邊,run,54.15837206,41.55899877,57.85331937,13542.78086,3584.523349,6024.708091,17.25847026,12.06762803,5.611583471,8.676161289,47.61245296,23.07474544,45.85770557,3776.201815,8855,3385
dynamic,外套左邊,run,43.06817597,43.42815054,50.03607813,11088.06084,3370.71916,5053.10233,15.55688448,10.97800028,4.957806349,9.956473827,44.07703308,23.11215264,36.97919781,2182.357905,9205,3223
dynamic,外套左邊,run,42.98153921,38.49256671,49.65499241,12103.55486,3115.245016,4452.962578,15.48186615,11.61134648,4.596867502,8.213069677,44.94597869,22.21148354,33.2127646,1458.003597,9555,3485
dynamic,外套左邊,run,41.58328629,41.68138274,51.82217565,11099.98496,2899.845798,5639.30971,15.58455083,11.46833226,5.271074414,10.82136631,44.00500135,20.27974356,41.17464236,2146.690767,9008,3231
dynamic,外套左邊,run,43.91497413,42.409144,46.77796637,10608.90841,3310.207111,4843.629708,15.12454483,10.36508447,5.536671638,9.997335434,41.61596704,21.57436902,36.07036017,1789.654942,9159,3152
dynamic,外套左邊,run,48.19829056,37.5221738,54.22202371,11084.11,2552.377763,5476.458132,15.02664853,10.06543678,4.978237331,9.486572266,45.43099505,17.48643854,40.79655093,1711.164226,9008,3286
dynamic,外套左邊,run,47.51079766,41.41751601,54.99981862,11679.30936,2967.848531,5674.384091,15.54060394,11.16868573,5.094010174,9.500192881,45.61734463,20.72565613,41.72281366,2240.442564,9280,3399
dynamic,外套左邊,run,45.65183636,40.717975,53.65558598,11102.69796,3210.169073,5718.450109,15.4515396,10.48085737,5.073579848,9.956473827,44.13607651,21.01636024,42.37907107,1717.348602,9328,3798
dynamic,外套左邊,run,48.29291494,43.64782921,53.89662866,11192.92149,3114.596086,5262.938941,15.49463527,10.17439938,4.869274318,8.233500004,45.84573011,22.28442534,39.7632716,1947.224335,8988,3557
dynamic,外套左邊,run,49.68887391,41.19118895,51.0542852,11661.28868,3139.164646,4972.952384,15.20424516,11.16868448,4.508335054,7.872561216,45.39832864,21.93668357,35.95914107,1771.22541,9035,3349
dynamic,外套左邊,run,42.42724256,45.18775737,55.85474959,11061.63428,3646.8056,5950.702284,15.67542408,11.05291176,5.325555921,9.350368738,45.21393016,24.50939047,44.08260842,1803.400908,9708,3721
dynamic,外套左邊,run,40.47647305,40.55291451,50.74777356,11141.98429,3474.654791,5194.270429,15.45143321,10.63749194,5.686495066,8.921327829,44.53533486,24.01624892,38.08610043,2407.035417,9156,3647
dynamic,外套左邊,run,45.76706766,40.08411489,48.80833351,12621.4361,2762.262923,4899.917626,15.33331928,12.22426164,5.386847615,8.138157606,50.02097587,19.35006165,34.88329996,2122.012978,9114,3603
dynamic,外套左邊,run,52.37500109,41.71034529,45.99681276,11339.92365,2793.749744,4436.73079,14.55930045,11.27764809,4.637728661,7.967903376,45.65609413,19.08348548,31.14312909,1466.718719,8770,3714
dynamic,外套左邊,run,46.96662384,39.10279185,51.86323816,11212.48531,2998.542113,4991.224428,15.12848206,11.80884135,5.271074176,8.437805176,45.08203456,21.36965513,36.68857439,1903.957527,9556,3484
dynamic,外套左邊,run,47.76769195,38.32689987,45.73954331,10572.60651,3560.919144,4482.648508,14.98493632,11.12782347,5.11444056,9.173304319,42.12722834,26.02673317,32.0439959,2047.627922,8346,3336
dynamic,外套左邊,run,52.47606335,41.04342748,59.31713624,10156.87953,3240.97465,6115.456074,15.16391616,10.20845044,4.73307085,9.650015831,47.0593341,22.82880366,45.58103928,2664.678558,8131,3556
dynamic,外套左邊,run,49.49056434,43.74020517,52.94707817,11906.17162,3435.698548,5658.243021,15.99135233,11.35936937,5.380037189,8.410564899,49.64066479,23.61548795,42.29937032,3581.849758,8982,3814
dynamic,外套左邊,run,49.12842743,37.24781308,49.46842408,10491.41931,2843.719345,4739.682994,14.76775566,10.48085809,4.399372399,9.234595776,42.62402048,19.4020628,33.63884767,3567.859894,8368,3644
dynamic,外套左邊,run,45.40790736,42.39105393,53.08983385,10324.77983,3615.316908,5439.348779,15.43345008,10.03138602,4.699020356,10.79412556,46.04291008,25.71399098,40.45588425,3664.505962,8195,3290
dynamic,外套左邊,run,44.52190093,37.9484585,48.97187623,10695.94728,2803.155567,4843.406355,14.68230918,10.63068116,3.929470271,9.323127747,44.55133769,20.31935873,35.07104766,3747.206532,8840,3360
dynamic,外套左邊,run,51.7405202,36.96001948,48.59212982,10168.10298,2524.538813,4507.402176,14.19516895,9.363988906,3.909039855,9.234595537,43.86166197,18.34106738,33.59434116,3483.37059,8487,3320
dynamic,外套左邊,run,59.11701396,36.45132896,54.29015238,12083.98345,2604.834587,5646.560327,15.68500087,9.888372064,4.09972477,10.87584782,50.02753645,19.82489693,42.62625228,3259.449821,8342,3645
dynamic,外套左邊,run,39.06999652,39.09290996,45.90460404,10578.4778,3267.943563,4653.454265,14.8164909,10.16758978,4.576436758,9.670447111,43.46069256,23.69033484,33.08103076,3912.909866,8489,3427
dynamic,外套左邊,run,53.23119984,41.82923683,56.03949489,8722.231,2881.793459,5820.625525,13.73037455,10.17439984,3.29612425,7.545672655,42.2057021,20.29025383,43.63597056,4363.707954,7607,3451
dynamic,外套左邊,run,38.49709827,32.97996067,35.06273346,12924.9237,1717.366472,2292.645221,15.61498385,2.95561552,4.923755765,3.827317655,9.054075459,11.49295467,15.16761351,1091.39962,5740,1588
dynamic,外套左邊,run,32.74856018,26.17828632,36.58007195,12976.11738,1425.834591,2103.924503,15.61221715,2.28140831,5.516240835,4.133775592,6.594324068,10.14241098,14.64274327,952.9452667,5797,1518
dynamic,外套左邊,run,35.68074466,24.50344816,34.67014433,13403.65255,1018.304935,1526.85506,14.44384672,2.5470047,3.166731,4.372131705,7.304398266,7.117044255,11.45059865,1365.907341,8250,1540
dynamic,外套左邊,run,38.86393258,29.94800519,37.5568875,13309.32359,2187.536159,1871.145404,15.60434291,4.004382133,4.154206216,3.657063305,11.00798119,10.26796847,14.1363936,1203.293655,6524,1472
dynamic,外套左邊,run,10.38895102,8.498341453,17.28994966,301.2168321,610.3233873,11571.37714,12.80961781,2.315459013,0.687827468,1.082818031,2.125347871,0.667286717,0.753088313,285.3779822,292,317
dynamic,外套左邊,run,3.74139051,6.658935278,12.58813434,25.82223228,1304.24154,10448.16716,12.46783216,0.381369747,0.422230721,0.46309185,0.174146388,0.235697381,0.15050561,24.3536377,147,136
dynamic,外套左邊,run,4.784979124,5.403920852,13.19021316,158.8061808,702.4262043,11290.54031,12.64436469,0.946614206,0.735498667,0.612915039,0.284528612,0.298312591,0.195457586,36.06750488,107,116
dynamic,外套左邊,run,5.070378763,11.51017822,13.58110721,92.81110714,3611.31898,7503.138776,13.55416135,0.878512464,0.755928993,0.844461918,0.506836275,0.731392641,0.56069538,80.22467041,240,193
dynamic,褲子右邊,run,20.32035128,30.62122052,23.34903069,2576.234132,7823.835761,2477.710487,14.28519092,3.057768106,2.329079151,2.955615282,13.86662997,17.73010838,11.47183106,692.0719757,474,420
dynamic,褲子右邊,run,6.940541885,9.780262458,2.351618189,2971.729329,9801.067143,92.90275027,14.38840774,0.245166302,0.204304695,0.292837501,0.065647027,0.015744502,0.041831141,52.12631226,96,94
dynamic,褲子右邊,run,22.94483257,40.2112741,25.57462221,2911.324493,13741.89521,1111.032745,15.9386799,2.315458775,4.807982445,3.459568471,5.220831799,21.28931588,7.170302124,961.0194111,3552,1406
dynamic,褲子右邊,run,31.50315189,57.10217448,39.68506509,3128.815013,21902.32534,3445.934435,19.18468537,5.945281401,12.72140503,6.496905804,13.99801482,71.04895393,26.36693295,1645.21751,5025,2112
dynamic,褲子右邊,run,31.4492409,58.85789324,44.09314302,2195.323663,23574.2159,4145.400636,19.41569936,5.182542324,15.92899704,6.987238407,13.20002803,80.2378816,31.47219423,2259.336067,5206,2385
dynamic,褲子右邊,run,31.29823233,70.00701621,40.70147339,2146.364885,24378.84493,4154.681711,19.35302443,5.025908351,15.50676727,6.871465445,13.28675607,92.19263583,31.29652994,1961.991783,5301,2393
dynamic,褲子右邊,run,27.79026412,71.5477181,40.16859873,1853.89893,24802.72527,4408.233706,19.71875201,5.175732136,14.56696224,7.78402853,12.33684306,89.65441083,33.43742356,2413.836246,5332,2417
dynamic,褲子右邊,run,31.07124915,70.48004561,40.3212392,2133.729913,24626.32048,4242.28897,19.76269894,5.502620459,15.00281286,8.138157845,14.61352015,85.6248877,32.34245503,3386.723919,5469,2489
dynamic,褲子右邊,run,33.00753628,64.92290463,41.56780054,2222.09332,24551.78312,3788.932563,19.67767818,4.828413188,14.2673161,6.530956507,15.0960956,80.38010404,28.11404039,3327.963684,5129,2348
dynamic,褲子右邊,run,33.74050942,70.56890437,39.04575127,2192.379377,24186.61158,3755.314101,19.37845611,6.033814192,15.39099312,6.864655495,15.22681673,84.40967376,28.48343379,3657.067521,5224,2575
dynamic,褲子右邊,run,33.12535075,68.01140479,37.73629927,2156.877615,24709.50702,3364.212323,19.32801834,6.673970699,14.58739281,6.735261559,15.46063207,85.29051972,24.81432811,3778.626775,5091,2551
dynamic,褲子右邊,run,28.55925142,67.59032448,35.94269449,1828.638642,24226.07212,3183.698,19.06465611,5.911230922,14.87341881,6.701211214,12.46088825,82.65333575,23.36518542,3548.87143,5101,2333
dynamic,褲子右邊,run,29.37968502,70.15261512,41.37852446,2092.944303,23677.95374,3631.491758,19.168724,5.979332924,13.98809648,6.708021402,14.06691016,84.53266264,26.89557906,3479.53391,5197,2272
dynamic,褲子右邊,run,28.36654244,75.83248756,37.74937393,1909.842863,26065.01668,3582.537425,19.50380592,5.489000082,14.97557259,6.29260087,12.99662859,87.98167292,26.43778974,3399.946393,5245,2455
dynamic,褲子右邊,run,33.56752664,68.3131807,38.02113536,2222.486062,25003.80507,3415.732026,19.69332028,6.367512465,14.52610159,7.974713326,16.12780855,84.75978696,25.49577872,4020.141113,5100,2552
dynamic,褲子右邊,run,28.95129413,71.38011273,41.27419629,1834.869114,25653.80922,3777.227306,19.61308787,5.529861212,15.8813262,7.19154346,12.38823329,86.9199212,28.55673462,2420.416489,5126,2102
dynamic,褲子右邊,run,29.26870875,72.94236413,37.58475721,1858.984072,25551.4011,3379.07488,19.28811491,5.380037546,14.83936954,7.164303064,13.04973663,83.09149535,25.18276808,1859.429424,4787,2280
dynamic,褲子右邊,run,29.87550928,68.35348402,39.21098092,1835.064442,24147.4792,3337.780445,19.23299511,5.36641717,13.89956617,7.463950753,12.53875121,81.28457943,24.46766134,2686.880821,5030,2126
dynamic,褲子右邊,run,28.61043667,71.00405348,40.49438369,1890.515343,24736.75115,3816.720506,19.47805501,5.373227,14.81212902,7.354987383,12.48557639,82.12245691,29.36606682,3905.688507,5212,2245
dynamic,褲子右邊,run,30.88190915,70.92950635,38.57812112,2133.046297,24516.14644,3706.435063,19.52604537,5.82950902,14.41713858,7.600153923,15.21147394,85.27921389,28.56264207,3643.612881,5256,2450
dynamic,褲子右邊,run,33.28585848,61.62353395,38.42301434,2136.100807,24964.65645,3263.312184,19.65884376,6.490095615,13.67482901,7.995144367,15.4057511,82.44043976,24.61585015,3505.541912,5073,2313
dynamic,褲子右邊,run,31.26273695,65.42285312,43.91250535,2179.526629,24252.52147,4063.182361,19.61787632,5.380037546,14.30136442,8.056436062,14.98233242,84.64905531,31.03519266,3246.029213,5186,2181
dynamic,褲子右邊,run,30.33472798,60.86437528,40.02711905,1852.238958,22884.19453,3729.534336,19.22256697,5.196162701,13.16406727,7.858940601,13.17924306,75.62990556,27.6853436,3569.36293,4968,2274
dynamic,褲子右邊,run,32.0521763,60.34128536,39.57891529,2055.728578,25182.22453,3549.214305,19.74258763,6.108725905,14.70997572,8.33565259,14.86214189,83.88864879,25.87842014,3658.527824,4976,2382
dynamic,褲子右邊,run,31.34494215,62.14780397,38.77222943,2146.121675,24096.99235,3681.07145,19.33121054,5.502620697,13.72250032,7.191543698,14.85251006,86.28203964,28.00435778,3592.829149,5241,2414
