static,外套右邊,move,18.32784023,12.59132333,14.83166515,7336.68383,1174.390565,4468.5951,16.00582393,1.225831032,0.994285107,2.158824921,2.628782077,4.041900572,2.789807365,101.6051941,247,217
static,外套右邊,move,43.66819594,21.50527164,26.66594173,10182.71085,1046.094733,1668.816211,13.01073078,2.526575089,2.914754391,1.988570794,36.09990099,8.225163066,11.79361179,486.1526966,2889,912
static,外套右邊,move,23.28774251,12.59959678,12.94607788,11327.21588,227.4741387,353.0510792,11.52866662,0.422230721,0.612915628,1.981760591,1.999005754,1.589443211,2.720397151,140.5774612,2410,517
static,外套右邊,move,12.84840444,8.107556913,5.201965815,11246.50252,312.5077641,162.827566,11.81011833,0.258787155,0.503952861,0.55162406,0.122163712,1.041919621,0.421703055,86.92868805,983,160
static,外套右邊,move,19.55135808,16.85456089,15.74560046,10981.39636,713.914894,492.3545605,12.60329078,0.858081818,3.214402109,2.009001382,1.20637462,3.679667514,2.723246836,277.4131508,4769,666
static,外套右邊,move,26.62838264,18.45494206,18.1205713,7907.355016,1017.301508,3568.602161,14.57621949,0.953424454,1.688923061,1.178160191,5.334259062,4.376157009,2.275988961,635.9129181,593,723
static,外套右邊,move,12.22318298,4.270102268,10.43972259,6687.660599,165.578739,5007.733455,14.53174052,0.422230721,0.46309185,0.531193733,0.259827878,0.124596748,0.190356584,78.11605453,203,246
static,外套右邊,move,15.30941485,6.292323508,14.76846643,3449.430333,496.495787,8359.660155,14.92875238,1.702543259,0.551624179,1.096438408,1.950633287,0.234480943,1.058442346,270.8203503,207,282
static,外套右邊,move,11.63179926,5.428306553,16.53083544,1419.995161,352.2995648,11019.8225,13.88041125,2.485713482,0.503952861,1.184969902,1.84909547,0.186755131,0.80715271,427.0370598,236,288
static,外套右邊,move,10.46633086,5.502934236,15.71265448,1415.027828,428.9820953,10554.70638,14.06481797,0.980664968,0.565244555,0.905753136,0.667451899,0.156498474,0.500769866,287.7632751,213,320
static,外套右邊,move,9.991140328,5.237023614,15.10670228,1847.225445,394.0565108,10384.14226,14.42426744,0.878512383,0.490332484,0.694637299,0.509377234,0.153141969,0.457529038,301.7910094,195,299
static,外套右邊,move,9.307468038,4.507222915,14.36469499,1270.473203,410.1567043,10912.71614,14.02225443,1.205400944,0.490332603,0.7831707,0.644324688,0.112102968,0.319991227,238.7706909,155,269
static,外套右邊,move,9.258455266,4.711834148,14.68114258,1129.265235,359.7332908,11004.54842,13.76176525,0.715068102,0.503952861,0.612915993,0.609420177,0.119035456,0.333918567,263.1005249,172,250
static,外套右邊,move,8.48589085,4.492183411,19.23009321,951.5563056,321.8712054,11453.85585,13.60917482,0.72187829,0.313267946,0.844461441,0.358912681,0.09616355,1.257902237,267.5896606,165,337
static,外套右邊,move,10.34279832,5.164886447,17.2474756,1681.78213,486.9937672,10279.04417,14.30913301,1.327984095,0.503952861,1.31436348,0.908655029,0.199690887,0.890789581,174.3512421,237,311
static,外套右邊,move,10.32298203,4.901199543,15.79072527,2244.087657,560.6650353,9688.343788,14.87224921,0.953424215,0.360939264,0.939804077,0.449989368,0.092603278,0.560898527,117.5474854,202,430
static,外套右邊,move,14.9591668,10.74450469,14.07580584,4316.381108,585.0608474,7458.480993,15.06197641,2.472093105,1.178160191,1.573150158,1.893364907,1.303657167,0.96983836,350.4173279,317,378
static,外套右邊,move,14.76556691,7.906914171,11.55271915,7384.24189,136.5118699,4349.583479,14.13483511,1.035146236,0.490332544,1.144109249,0.662605584,0.519535263,0.647526979,136.1153259,292,244
static,外套右邊,move,8.6428384,2.067496445,7.723859384,6486.878938,117.6608786,5128.984155,14.39234474,0.08172226,0.081722081,0.08172226,0.034076107,0.019874442,0.034513804,26.6348877,62,63
static,外套右邊,move,12.69237747,5.98856863,18.39136775,1497.331614,414.3719495,10732.84658,14.08024725,1.47780776,0.6333462,1.19178009,1.240006556,0.199379204,1.02143998,363.4808044,244,427
static,外套右邊,move,6.795232347,3.775615675,13.18946311,1106.866658,338.7468474,10925.66864,13.75133716,0.633346319,0.29964757,0.50395298,0.162796452,0.058344844,0.176679657,179.021759,143,286
static,外套右邊,move,9.482684932,4.19653302,16.44903772,1392.598653,386.6775134,10552.4789,13.97181654,0.967044592,0.394990087,0.96704483,0.557810071,0.086226423,0.632687118,152.7698364,185,350
static,外套右邊,move,8.367825983,3.946398435,12.74226677,1965.452682,478.2812945,9749.453023,14.52620727,0.626535892,0.272407055,0.517573357,0.242330046,0.045043892,0.182545624,62.62243652,151,264
static,外套右邊,move,9.049900234,4.140151254,12.79168438,2151.866871,455.6645572,9577.471493,14.5783477,0.578865051,0.320078254,0.551624298,0.263911547,0.058141336,0.196458452,71.9034729,146,273
static,外套右邊,move,18.97752893,6.703804945,11.57554164,6541.303826,147.213979,5088.070503,14.25550295,0.108963013,0.17025435,0.136203289,1.430335326,0.333287813,0.456703023,101.1064106,183,200
static,外套右邊,move,16.05238667,5.48636634,18.32514938,2203.138642,245.9186734,9955.342042,13.45828689,4.412992835,0.824030995,2.363130093,5.263907768,0.260004997,2.037259053,418.4432678,197,343
static,外套右邊,move,7.026047548,4.183632105,15.26491659,889.1874738,395.1631003,11113.25599,13.61896442,0.776359797,0.313268065,0.885322571,0.247806526,0.067542939,0.475803657,178.494873,190,341
static,外套右邊,move,7.236472584,3.876698064,15.44702922,1020.797504,402.4341335,10970.71418,13.76953311,0.735498667,0.272407055,0.74230957,0.249486749,0.047521822,0.521470508,130.6932068,160,306
static,外套右邊,move,8.927097555,4.48676372,16.80435317,1270.632919,453.0701418,10536.38877,13.97117809,0.742308855,0.401800394,1.103248596,0.418719939,0.080532743,0.833545964,159.809845,197,328
static,外套右邊,move,7.211025148,4.28138379,15.13430877,962.0198491,402.6545215,11011.60818,13.71366842,0.599295378,0.313268065,0.803601265,0.211797848,0.063584332,0.375611536,149.9833679,182,281
static,外套右邊,move,6.695600789,3.70778265,13.98310211,1007.715429,443.6690428,10879.42406,13.83454895,0.531193733,0.299647689,0.565244675,0.157207249,0.039940812,0.255417164,163.0474243,175,276
static,外套右邊,move,7.768133798,3.883326339,15.55285542,1179.851711,441.5091057,10763.81077,13.99160862,0.735498667,0.258786678,0.885322571,0.215516159,0.04315315,0.45900456,122.9396667,170,291
static,外套右邊,move,8.10139809,4.408824687,17.01782377,1094.977081,391.202195,10968.29763,13.82582342,0.708258152,0.354129076,1.225831032,0.271659817,0.067957049,0.712169024,152.5626221,233,300
static,外套右邊,move,7.290030621,3.746992486,15.31917319,1044.506353,417.5013849,10972.18294,13.84455143,0.572054625,0.29964757,0.74230957,0.223061778,0.045358683,0.467690793,136.2358398,171,304
static,外套右邊,move,6.48659659,3.442808361,12.7562434,1106.261516,401.0448177,10907.60798,13.89977761,0.490332603,0.190684795,0.46309185,0.140527306,0.031673381,0.161121348,100.4041748,139,252
